댓글,비방,차별,성적 수치심 유발,저주/협박,악성댓글
유라진짜좆패고싶네,0,0,0,1,1
솔직히 ㄹㅇ임ㅋㅋㅋㅋ일반은 어느정도 그럴수있어 하고 마는데 랭크에서 그러는년들 후두러패고싶음,0,0,0,1,1
이재명 뽑고 대한민국 찢어버린다.,0,0,0,1,1
씨발 흑화해서 이재명한테 투표한다 윤석열 척추뽑아버린다,0,0,0,1,1
이간질 슼창년아 호또 지랄하면 죽여버린다,0,0,0,1,1
이제 2군안올린다고 지랄하면 죽여버린다,0,0,0,1,1
뜬공 아웃이면 잠실 달려가서 죽여버린다,0,0,0,1,1
죽여버린다 창녀새끼야,0,1,1,1,1
홍준표가 이기든 지든 틀1니들 싹다 부숴버린다,0,1,0,1,1
홍준표 빨갱이새끼는 이제 은퇴해라,0,1,0,1,1
홍카는 패배하면 그냥 정계은퇴해라,0,0,0,1,1
좆방남 ㅅㅂ련아 넌 오늘 경기 끝나고 은퇴해라,0,0,0,1,1
엠비드는 주접떨지말고 은퇴해라 은퇴해라,0,0,0,1,1
트라웃 베츠도 같이 은퇴해라 시발,0,0,0,1,1
유강남 저 버러지새끼 시발 은퇴해라 제발,1,0,0,1,1
개재원도 은퇴해라,1,0,0,1,1
어휴 그냥 은퇴해라 퇴물색기 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,1,1
코빈 그냥 선수 은퇴해라 그거 밖에 못 던지냐,0,0,0,1,1
룰러 진짜 은퇴해라 진짜 쓰레기같다,1,0,0,1,1
라스칼 룰러는 그냥 은퇴해라 씨발,0,0,0,1,1
은퇴하라고 페이커 ㅈ나게 못 하면서 우승은 개소리하네 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,1,1
쌍도 틀딱새끼들 민주당한테 그냥 밟혀 뒤져라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,0,1,1
이대남 시발 것들 다 뒤져라 ㅋㅋㅋ,0,1,0,1,1
이재명 찍으려면 그냥 자살해라,0,0,0,1,1
슨토리지 운지해라 이기야 물타게 개씨발련아,0,0,0,1,1
솔랭 서폿이랑 프로 서폿이랑 구분 못하는 ㅅㄲ는 진짜 운지해라,0,0,0,1,1
윤석열 말고 홍준표 뽑을 이대남들은 걍 운지해라 ㅇㅇ,0,1,0,1,1
둘이서 손잡고 운지해라,0,0,0,1,1
편의점짤 올린 인성 ㅎㅌㅊ 게이들 운지해라,0,1,0,1,1
게이들 운지해라,0,1,0,1,1
얘들 공동묘지갈날 얼마 안남은듯…하는 짓거리를 봐서는 올해 2사분기안에 가겠다…,0,0,0,1,1
난 니네가 정말 싫어. 스팀진공청소기로 꽉 빨아들여 종량제 봉투에 털어 넣어 버리고 싶다,0,0,0,1,1
반대를 누른 인간들 대가리 한번 뽀개보고 싶다,0,0,0,1,1
잼민이 쳐 죽이고싶다,0,1,0,1,1
너도 조지고 감스트 면상에다 펀치 꽂고싶다 하,0,0,0,1,1
와 이런 새끼들은 진심 실제로 만나서 아궁창 ㅈㄴ 때리고싶다,0,0,0,1,1
개 병신색히 니같은색히들이 진짜 사라져야되는데,0,0,0,1,1
이런새끼들 존나 죽이고싶다,0,0,0,1,1
ㄹㅇ 이제 죽이고싶다,0,0,0,1,1
철구팬인데 씨발 철까들 죽이고 싶다,1,1,0,1,1
우결충 다 죽이고싶다,0,1,0,1,1
면전에 있었으면 두 눈을 찔러버리고 싶다,0,0,0,1,1
에휴 쟤 좀 방송에서 그만 보고 싶다 지겹다 지겨워,0,0,0,1,1
표정봐라 진심 죽이고싶다,0,0,0,1,1
어우씨발 진짜 상상만으로도 패고싶다,1,0,0,1,1
진짜 이런 정신병자들 모아서 대가리 도끼로 찍어버리고 싶다,0,1,0,1,1
경리 씨발련 대가리깨부수고 싶다,0,0,0,1,1
찢재명 당선되도 살 날 얼마 안남은 틀딱들은 기본소득 받아먹고 뒤지면 끝,1,1,0,1,1
그래도 이제 로아 망할 날도 얼마 안 남은듯,0,0,0,1,1
하이브 쳐망해라 씨발놈들아ㅋㅋㅋㅋ,1,0,0,1,1
보수당 같지않은 보수당은 없어지는게낫다 쫄땅망해라,0,1,0,1,1
금은수저새끼들 쳐망해라,0,1,0,1,1
좆망겜망해라,1,0,0,1,1
솔직히 둘다 그냥 좆됐으면 좋겠다,0,0,0,1,1
민주당 이새끼들 한번 제대로 좆됐으면 좋겠다,0,1,0,1,1
씨발 약쟁이 새끼들 다 좆됐으면 좋겠다,0,0,0,1,1
이낙연은 좀 좆됐으면 좋겠음ㅋㅋ,0,0,0,1,1
이새끼나 그새끼나 옆나라 씹새끼나 다같이 손잡고 나락갔으면 하네,0,0,0,1,1
정황이 아니라 확실한 증거가 있어서 나락갔으면 좋겠다,0,0,0,1,1
조용호 씨발새끼 플핸못하면 닌 삼대멸망할줄 알아라,1,0,0,1,1
아 씹새끼 좆같은새끼 삼대가 코로나걸려 멸망할놈,1,0,0,1,1
앞으로 케맘 보이면 총살한다 씨발,1,0,0,1,1
저아줌마 투견장에 넣어 버리고 싶다,0,0,0,1,1
개씨발련아 고통스럽게 쳐 뒤져라,1,0,0,1,1
민규새끼야 넌 숨도쉬지마라 공기아깝다,1,0,0,1,1
넌 천벌을 받을거야,0,0,0,1,1
그렇게 힘들면 실컷 쉬세요,0,0,0,1,1
그냥 평생 쉬세요,0,0,0,1,1
그냥 평생 그렇게 사세요,0,0,0,1,1
돈 받고 이딴 포스팅하니 좋냐 허위사실 기재로 경찰서 보내겠다,0,0,0,1,1
너가 뭔데 이러냐 전화번호 적어라,0,0,0,1,1
너 앞으로 방송 못키게 만들어줄게,0,0,0,1,1
홍준표 니는 내가 반드시 죽여버린다,0,0,0,1,1
개련 니는 내가 고개도 못들고 다니게 만들어줄게,0,0,0,1,1
그렇게 살거면 그냥 인생을 포기해라 새끼야,1,0,0,1,1
증거가 불충분했으면 무고라고 ㅈㅇㄹ했을 것들이 증거 잡아 넘기니 바로 자리 안 바꾸고 지켜보고 있었냐고 여자가 이상하단다. 저런 것들은 뇌를 잘라버려야 하나?,1,0,0,1,1
한남소리 들을만하네 성기를 잘라서 다시는 자위못하게 만들어라 죽여도되고,1,1,1,1,1
한남들 이딴 기사 보는것도 참 지긋지긋하다 다 죽어라 제발,1,1,0,1,1
법이 너무 약하다 아무곳에나 꺼내는 놈은 잘라버려라,0,0,1,1,1
거세 시켜라!!,0,0,1,1,1
죽어 그냥,0,0,0,1,1
소금에 염장 해버려야돼!,0,0,0,1,1
저란놈은 거세가답이다.,0,0,1,1,1
텀블러로 죽도록 쥐어 패야 함,0,0,0,1,1
저런것들은 손 모가지 잘라야,0,0,0,1,1
거시기를 불로 찌져버려야,0,0,1,1,1
진짜 왜살지 ㅋㅋ 저러고 살바엔 디짐,0,0,0,1,1
인간으로서 할 수 없는 놈들은 사형하자.,0,0,0,1,1
나같으면 보복한다 ㆍ당하고살진말자,0,0,0,1,1
정신나간놈. 여성분 불쌍해서 어쩌나… 저 남성에게 부여된 생명이 아깝다 내 아내였으면 몇 년 살든 쟤 죽이러 갔다.,0,0,0,1,1
다시는 못하게 염산으로 담금질 해버리는건디,0,0,0,1,1
칼로 잘라 버려야 햇는데,0,0,0,1,1
얼굴 공개하고 혀를 잘라라 저런 애는,0,0,0,1,1
저 20대 신상털어서 정신적으로 큰 데미지를 줘야한다.,0,0,0,1,1
똑같이 이빨 뽑아줘라 ~,0,0,0,1,1
15억 집이 다 대출이면 나한테 강냉이 털린다.,0,0,0,1,1
신상공개해라저런 놈은취업이나 다니든 직장도 그만두게 해야됨,0,0,0,1,1
가위주까 저런놈은 고자를만들어야해,0,0,1,1,1
산채로 도끼로 사지절단해야되긔 ㅅㅂ,0,0,0,1,1
죽어라 미친새끼야!!!!!!,0,0,0,1,1
아 시발놈 디져라 진짜,0,0,0,1,1
저러고 끝내진 않겠죠? 잡아서 족쳐야하긔,0,0,0,1,1
진짜함무라비필요하긔 똑같이매달고달리면 아무도저짓안할거긔,0,0,0,1,1
미친 그냥 뒤져라 아가ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0,0,0,1,1
댜체 왜그러는거긔 ㅠㅠ 죽어라 인간아,0,0,0,1,1
어휴 시발놈 걍 벼락맞아 뒤졌음 좋겠긔,0,0,0,1,1
저게 사람새끼냐고요. 대체 언제까지 저런 새끼들 그냥 두는지 하 씨발 처참하게 뒤져버리길,0,0,0,1,1
제목만보고 아침부터 식은땀나고 너무 힘들긔 네? 미치겟어요 네? 진짜 돌겟긔 ㅅㅂ 저였으면 전속력으로 달려서 저새끼 차 박았긔 아 ㅅㅂ 진짜 개 시발 새끼들 다 쳐 뒤지라긔 꼭 잡아주세요 얼마나 고통스럽고 무서웟을지 아 너무 스트레스받고 힘들어요,0,0,0,1,1
아니지랄도 정성이긔 진짜 갈기갈기찢어죽여도 모자하긔 저런 사패랑 어떻게같이살긔,0,0,0,1,1
정말 저런 미친새끼는 죽어야하긔 어떻게 사람이 저럴수있냐긔 욕나오긔,0,0,0,1,1
얌전히 죽지말고 갈갈이 다 찢어져서 죽어라 미친 새끼야,0,0,0,1,1
개거지같은새끼 똑같이 매달아 아스팔트 갈아버리고싶긔,0,0,0,1,1
사지를 찢어죽여여하긔 평생 고통속에 빌빌거리다가 죽었으면 좋겠습니다,0,0,0,1,1
사지를 찢어죽여야 되긔,0,0,0,1,1
악마새끼 죽여버리고싶긔 고통스럽게 뒤지게해주세요 ㅠ,0,0,0,1,1
아그냥 총으로 쏴서 죽이고 싶긔,0,0,0,1,1
제목만 봐도 끔찍함… 진짜 다들 돌았나 왜이러는겨.. 똑같이 당해봐라. 뒤졌으면..,0,0,0,1,1
죽어라 악마새끼,0,0,0,1,1
이런새끼들 천벌받아 뒤졌으면...제발,0,0,0,1,1
진짜 쳐죽이고싶긔,0,0,0,1,1
저 미친놈은 제발 고통스럽게 죽었음좋겠긔,0,0,0,1,1
죽어 제발 죽어,0,0,0,1,1
미친새끼들인가 ㅋㅋ 진짜 개 노답새끼들 죽어그냥 ㅜㅜ,0,0,0,1,1
지능 낮은거 티내네 걍 뒤져라ㅉㅉ,0,0,0,1,1
진짜묶어놓고존나패고싶긔,0,0,0,1,1
아 시발럼 사형 시키고 싶긔,0,0,0,1,1
한남 길가다 뒤지소서,0,1,0,1,1
너무 끔찍하긔. 이제 영상도 좀 안돌아다녔으면 좋겠네요.. 미친 개새끼. 뒤지길,0,0,0,1,1
미친새끼들은 다 뒤졌으면 그냥 자살해 ~,0,0,0,1,1
ㅠㅠㅠㅠ왜 저러는거긔..미친새끼 오늘밤에 걍 뒤졌으면.ㅠㅠ,0,0,0,1,1
아 시ㅂ 미친새끼 왜사니 차마 영상은 못보긔 저새끼 부모포함 대대손손 큰병걸려서 고통받으며 살다가 비명횡사하길 기도하겠긔,0,0,0,1,1
개새끼 넌 꼭 잡힐뿐만아니라 업보란건 꼭 본인한테 돌아간다 아마 죽어서도 두려움에 떨꺼야....,0,0,0,1,1
씨발새끼 고생만 하다 살다가 죽어서도 시궁창속에 빠져라 아 너무 화나긔,0,0,0,1,1
씨발새끼 가다가 사고나서 뒈지길,0,0,0,1,1
천벌받아야할 새끼긔...후...진심을 담아 저주할거긔 ㅜㅜㅜㅠㅠㅠㅠ,0,0,0,1,1
깔끔하게 암살해라,0,0,0,1,1
미친 개같은 새끼 나가죽어라,0,0,0,1,1
저 씨발새끼 더 잔인하게 죽어라 미친놈아,0,0,0,1,1
아진짜 너무 불쌍하고 아... 아너무 불쌍해 미친새끼야 씨발 죽어라 그냥 개씨발 좆같은세끼야 왜살아 공기가 아깝다 그냥,0,0,0,1,1
저 남자애 진짜 데려다가 물 존나맥이고싶다 싸이코 ㄹㅇ,0,0,0,1,1
도저히 본문은 못보겠고 댓글만 보고 쓰는 중인데 저런 새끼들은 나라에서 격리해서 총살시켜야함,0,0,0,1,1
미친놈 똑같이 죽여버리고싶어,0,0,0,1,1
미친새끼 천벌받아라,0,0,0,1,1
미친새끼네 진짜 지보다 백배큰 거인이 물고문 시키는거 당해봐야 정신차리나 진짜,0,0,0,1,1
미친년시발지가 냉동창고에갇혀서얼어뒤져봐야 정신못차리겠지 씨발,0,0,0,1,1
미친놈 진짜 고추짤려라 시발새끼진짜,0,0,1,1,1
ㅆㅂ왜살아미친새끼..,0,0,0,1,1
미친놈진짜 와 디져라,0,0,0,1,1
존나극혐 자살추천~~~살 가치가없네;,0,0,0,1,1
자살해씨발,0,0,0,1,1
시발넘이 디질라고 개때리고싶다,0,0,0,1,1
죽어버렸으면 저런것들 ㅅㅂ ...,0,0,0,1,1
난 이런 새끼들 고문하고싶어ㅎㅎㅎ 진심으로 즐겁게 고문 잘 할 수 있을것같음,0,0,0,1,1
씨발새끼야 걍 뒤져라 넌,0,0,0,1,1
진짜 좆나 패고싶네,0,0,0,1,1
ㅂ 이래서 촉법소년 이딴거 하면 안돼 다 그냥 똑같이 고문시키고 죽여야된다니까,0,0,0,1,1
진짜 저것도 인간이라고 숨쉬고 살아있냐 미친 싸이코새끼 고통스럽게 죽어라,0,0,0,1,1
제발… 저런 애들은 그냥 다 죽었으면….,0,0,0,1,1
저 새끼가 마시는 산소가 아까움 걍 죽어,0,0,0,1,1
죽어라 ㅅㅂ,0,0,0,1,1
저놈도 묶어놓고 방에던져서 죽을때까제둬야함,0,0,0,1,1
했긔 저도 저런이야기 듣고 하기도전에 포기했긔 저런 학원들 싹다 망했으면 좋겠긔,0,0,0,1,1
아주 니 눈깔을 뽑아 나이프에 박아 후장에 박아 후장을 뽑아 아가리에 박아 모가지를 잘라 모가지를 잘라도 바로죽지 않아 살아있어서 눈꿈뻑이는 니대갈통을 축구공으로 쓴다 애미년이 매독걸려서 뒤진 엠창년아,1,0,1,1,1
니가 먼저했잖아 씹창 정박아 애미뒤진새끼아 이새낀 지가한말도 기억못하냐?? 저능아좆병신 국축빠년 수듄ㅉㅉ 자살해라 씹새얔ㅋㅋ,1,1,0,1,1
엠창년 성병걸려 뒈진 국축빠년 오랬동안 등판안하는걸 보니 나의 승리구만 ㄹㅇ,1,1,1,1,1
좆같은 말장난하면서 성병걸려서 니 유아시절에 애미년 메독으로 뒈져서 애미없는 고아새끼 티내면 씨발 니새끼 집으로찾아가 연장으로 찢어죽여버릴테니 그지랄만은 하지마라,1,0,1,1,1
병신새끼들 다 자살해라,0,0,0,1,1
야이 좆병신새끼들아 애미가 지랄 육갑을 떨다가 정신병걸린 양성애자똥꼬충한테 강간당해 너희 같은 열등종자를 쳐 낳은것이란다 씨발 전부 가스실쳐넣고 학살해얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 덤벼봐 새끼들아 니애미 보지 피노키오가 아빠찾던 고래뱃속보지다 썅년들아 컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,1,1,1
알림 어지간히 뜨네 씨부럴새기들 이새기들을 튀김에 튀겨죽여 아니면 볶음밥에 볶아죽여 비빔밥에 비벼죽여 고추장에 발라죽여 윰병할새기들,0,0,0,1,1
닥쳐 씨발새기들아 대갈통 개박살나기싫으면,0,0,0,1,1
좋아요누른 새끼들 벌레죽이듯이 눌러죽이기전에 내말잘들어라,0,0,0,1,1
동영상한번만틀어라 대가리 비틀어버리기전에,0,0,0,1,1
웃지마라 깡냉이 옥수수 보이면 수수께끼 한다음 수수깡으로 이빨 4개이상 다부셔놓는다,0,0,0,1,1
초심잃지마라 감잡아라 눈깔에 힘들어가기전에 중환자실가기싫으면,0,0,0,1,1
그냥 패면서 말하는 나라를 만들어야한다. 선조들처럼 삼일에 한번씩 패면 김치년들은 남자말을 정확히 알아듣고 개념이란걸 탑재하는 마법을 볼수있음.,0,1,0,1,1
파키스탄처럼 삼일한특별법 제정이 나라와 가정을 구하는 길이다. 김치년 교육법,0,1,0,1,1
아니 모르는사람을 왜 도우라는거지? 국뽕파시스트 버러지새끼들 존나 패죽이고 싶노,0,1,0,1,1
어휴 ㅋㅋㅋㅋ 걍 디지시길,1,0,0,1,1
그냥 지 좆 세게 빨아서 똑 떼버리고 재기나 할것이지 기생충마냥 사람 영양분 착취하노 개좆팔병신열등종자들,0,1,1,1,1
확 찢기전에 그만 하라니까 씨발년아!,1,0,0,1,1
복지를 뭐하러 뿌려 ㅁㅊ놈아 걍 잘 살 놈만 살고 못 살 놈은 빨리 가자 그지들은 걍 뒤져야지 진통제보단 안락사 약이 양심적이다,0,1,0,1,1
문재인 새끼 겪고도 그따위 말 하는거보니 미래가 없는 앰창새끼인 듯 하네,1,0,0,1,1
너거매 묘지나 가서 술이나 따러라,1,0,0,1,1
ㅋㅋㅋ 개좆새끼 아직도 저딴놈을빠는 개병신들 모조리 식칼로 항문에 10자흔,1,0,0,1,1
느그애미만큼 아는거 없을까 좆밥새끼야 ㅎㅎㅎ 찌질이 좆밥새끼가 눈도 못마주칠 ㅄ새끼가 ㅎㅎㅎㅎ너 내보면 배때지 칼빵맞는다 ㅎㅎㅎ,1,0,0,1,1
시발 자지없다고 여성이라고씨부리는 도태녀들 싸그리 도축해야함 저딴년들 먹여살리자고 돈을처쓰노,0,1,1,1,1
누구보다 이성에게 관심있는데 아무도 말을 안걸고 관심조차 없으니 저런개짓거리나 하는거지 에혀 그냥 배때기 거하게 한방 차고싶네,1,0,0,1,1
ㅇㅇ니딸도 흉자클럽 가입시킴 ㅋㅋ,1,1,1,1,1
뒈져라 제발 ㅋ,0,0,0,1,1
와 개씹썅년 보험에 들어놓고 한강에서 밀어버렸어야 했는데,1,0,0,1,1
딱 한대만 쥐어박고싶다...,0,0,0,1,1
진짜 칼로 후벼서 죽여버리고싶다 3대멸족시키고싶음,0,0,0,1,1
ㄹㅇ 옆에 암퇘지 악령같은게 따라다니더라,1,1,0,1,1
한국에서 저러면 사회부적응자됨 ㅋㅋㅋㅋㅋ 진짜 개한민국 노예본성 못속임,1,1,0,1,1
할매 그 돈으로 관이나 짜쇼,1,0,0,1,1
와 독거노인 얼마못살텐데.. 돈이아깝다.. 차라리 나주지ㅡㅡ,1,0,0,1,1
무슨 닭고기도 아니고.. 태어난지 알마안되서 몸만 바치고 죽다니 ㅋ,1,0,0,1,1
진짜 이런 거 만드는 새끼 칼로 존나 난도질해서 죽여버리고 싶다,1,0,0,1,1
해머로 대갈빡 풀스윙으로 산산조각달때까지 처후리고싶네 애미처뒤진 어벙이새끼,1,0,0,1,1
똥꼬충 보빔충 두마리다 뒤져야 함,0,1,1,1,1
레즈나 게이 구덩이에 몰아놓고 불지르고 싶음,0,1,0,1,1
오늘경기 보면서 가성비충들은 뒤져야 한다는걸 느낀다,0,1,0,1,1
중국인들 게임 못하게 막으면 안되냐? 평생 석탄부족에 땔감만 패다가 뒤져야되는데,0,1,0,1,1
저 애미애비 뒤진 틀스터네츠들 요즘 개지랄 염병 떠는거보니 요즘 현타옴 저 새끼들이 다 뒤져야 보수가 좀 쉰내 이미지를 벗을텐데,0,1,0,1,1
지들끼리 총쏘고 + 병신같이 정치참여는 안하고 아갈터는 이대남에 그저 퐁퐁하는 걸레 한녀들까지 완벽한 열등 민족 우생학은 옳았다,0,1,1,1,1
이 나라에게 필요한 건 식민지배와 가스실이다 열등한 한민족은 뒤져야한다,0,1,0,1,1
밥줘충은 전 연령대가 극혐하는데 진짜 뒤져야됨,0,1,0,1,1
같은 괴물이 되지말자 ㅇㅈㄹ 스윗한남 죽이고싶네,0,1,0,1,1
도와주지못할꺼면 아가리 닫고 콩고물이나 거지처럼 주워먹어 씹색히들아 시발 ㅈㄴ 죽여버리고시네 남페미스윗한남색히들,1,1,0,1,1
근데이애미뒤진씨발년좀패죽여버리셈,1,0,0,1,1
씨발년 걍 보일때마다 ㅈㄴ패주셈,1,0,0,1,1
오니쨩 오키테 보이스 설명 중인데 죽여버리고 싶네 진심,0,0,0,1,1
겐붕이들 목졸라서 죽여버리고 싶다,0,0,0,1,1
골프체로 대가리 후리고 싶다,0,0,0,1,1
오버워치 할때 모니터 뽑아서 뒤통수 후리고 싶다,0,0,0,1,1
부엉이 바위에서 밀쳐서 두부외상 당하게 해버리고 싶다,0,0,0,1,1
오체분시마렵다,0,0,0,1,1
엄마 아빠로 고려장 담그고 싶다,0,0,0,1,1
싸그리 다 명치 미간 턱 관자놀이 맞으면 좆되는 부위 다 존나게 지건날리고 싶다,0,0,0,1,1
진심 죽여버리고 싶더 ㅠㅠ,0,0,0,1,1
젓가락으로 저지랄 하는 새끼들은 ㄹㅇ 밥그릇으로 대갈통 깨부숴도 무죄,0,0,0,1,1
대가리 박고 자살하자,0,0,0,1,1
존나패고싶내 ㄹㅇ,0,0,0,1,1
정신나간 쓰레기새끼가 진짜 개죽여패버리고싶내,1,0,0,1,1
저새끼한테만 강티를몇번당하는거냐 진짜로 죽여패고싶내 진짜로 씨...발,0,0,0,1,1
여캠 개처럼 패고 싶다 ㄹㅇ,0,1,0,1,1
주먹 존나 세게 쥐고 개패고 싶네 ㅋ ㅋ ㅋ,0,0,0,1,1
철구방에서롤하라는새끼들 개대가리 개패고싶내,0,0,0,1,1
후둘겨패고싶내,0,0,0,1,1
이건 칼로 쑤셔죽여도 무죄다,0,0,0,1,1
일베충 창녀 죽어 뒤져 자살해,0,1,1,1,1
일베충은 자살이 답 자살해 창녀야,0,1,1,1,1
그냥 자살해 ㅇㅇ,0,0,0,1,1
자살해 자살해 자살해 자살해 제발,0,0,0,1,1
시체사진에 구더기나 집어서 쳐먹어,0,0,0,1,1
진심으로 모두가 너 같은 새끼 제발 자살하길 바람,1,0,0,1,1
진심 뒤지는게 니 유일한 행복임,1,0,0,1,1
선진국이면 안락사라도 될텐데 존나 불쌍하네,1,0,0,1,1
음침하게 갤보면서 비추쳐누르는 병신년ㅋㅋㅋㅋㅋ돼지야 그냥자살해ㅠㅠ왜살아ㅋㅋㅋㅋㅋ,1,0,0,1,1
랜선으로 혼자만 연애하면 기분이 어때 내생각엔 개븅신같을거같아 자살해 그냥..,1,0,0,1,1
죽어줘 자살해주라,0,0,0,1,1
걍 자살해 병신아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아마 너같은거 뒤져도 느그 애미애비는 별로 신경하나 안쓰일테니까,1,0,0,1,1
상대가 위해를 가했는데도 가만이 있음 뭐다? 죽여 내가 허락한다.,0,0,0,1,1
그냥 총을 쏴,0,0,0,1,1
너같은 새끼때문에 오늘 하루도 기분이 더러워졌다. 책임지라 안할테니 제발 죽어줘 너같이 무식한 새끼는 발가벗기고 학살해야해,1,0,0,1,1
"평생 가식과 거짓으로 살아온 그 사람이, 자기가 만든 그 지옥속에서 불행하게 살았으면 좋겠습니다",0,0,0,1,1
정말 끝까지 좋아했을건데 크게 후회하길 바래.,0,0,0,1,1
한동훈이 한자리 입성하게 된다면 진짜 마구마구 조졌음좋겠음 문재앙보다 쟤가 더 싫어 ㅈㄴ아집스럽고 ㅂㅅ같은 년,1,0,0,1,1
인도네시아 1998 사건처럼 조져야 됌,0,0,0,1,1
전쟁나면 일본에 서식하는 십짱깨들 죽일거다,0,1,0,1,1
평생 안티다 개새끼들 내돈 씨발년들 조작범 새끼들 꼭 불행하길빈다,0,0,0,1,1
최소한 나보단 불행하고 죽더라도 자살했으면.,0,0,0,1,1
씨발년아 철창안에 갇히고 싶지 않으면 찌그러져있어.,0,0,0,1,1
"만약 헛소리를 하는 것 같으면 그때마다 네 사지를 하나씩 으깨버릴 것이니, 너는 내게 총 네 번 거짓을 말할 수 있다. 다음에는 머리통이다.",0,0,0,1,1
갬성가득한거 보니 이과는 아니다,0,1,0,0,1
걍 흑인은 힙합 그 자체 인 듯 싶다,0,1,0,0,1
거기에 전철이 있긴 하니?,1,1,0,0,1
경상도 음식은 진짜 맛이없더라. 음식은 전라도가 짱이지,1,1,0,0,1
고졸인데도 생각보다 일을 잘하네?  학사 출신들보다도 나은데?,0,1,0,0,1
그대는 빼박 이과생인가? 감성적으로 생각할 수가 없나봐요,1,1,0,0,1
근데 여자가 저런 곳에서 기계 만지는 일 한다고 누가 알아주냐 솔직히,1,1,0,0,1
근데 좀 그런게 요즘은 나이 많으신분들도 운전을 자제하자는 분위기인데.. 장애인들도 운전을 자제해야되지 않을까 싶음 이동이야 정부에서 뭐 장애인 무료 택시? 같은거 서비스하면 되자나,0,1,0,0,1
나는 문과에 왜 가는지 이해가 안돼,1,1,0,0,1
나는 아직까지 남자가 여자를 보호해줘야하는 시대를 살고있다고 생각한다,0,1,0,0,1
남자 취미가 뜨개질이라니 웃긴다,1,1,0,0,1
남자가 이만한 일로 울면 곤란하지 안그래?,1,1,0,0,1
남자가 치마를??이럴수가.. 아일랜드 사람인가?,1,1,0,0,1
남자가 화장을 하다니...세상이 어떻게 돌아가는건지,1,1,0,0,1
남자들은 집에 오면 손에 물 한방울 안 묻힌대요.,0,1,0,0,1
남자애가 무슨 인형을 갖고 논다고 그러니,1,1,0,0,1
내 룸메이트 강원도 출신인데 같이 살면 감자는 배불리 먹겠지?ㅋㅋ,1,1,0,0,1
며칠전에 감기기운이 있어서 내과에 가딴말이야 근데 주사를 맞는데 간호사가 남자더라.. 좀 그랬음.. 남자간호사라니..,0,1,0,0,1
문과 나와서 뭐 먹고 살려고?,1,1,0,0,1
문과 졸업하면 나중에 취업은 할 수 있니?,1,1,0,0,1
버스 운전하는 아줌마 차 타기 무섭다.,0,1,0,0,1
시각 장애보다 청각 장애가 더 나은듯,0,1,0,0,1
시골에서만 살아서 이런 거 못 먹어봤을 것 같아서,1,1,0,0,1
아 솔직히 피부색 때문인 지 흑인들 몸에서 냄새 많이 날 것 같아요,1,1,0,0,1
아시아 사람들은 키도 작으니 그것도 작겠네,1,1,1,0,1
야 그래도 대학은 나와야지.,0,1,0,0,1
여자들은 감정적이고 남자는 논리적이야,0,1,0,0,1
인문계열 나온 게 죄다.,1,1,0,0,1
일본분들은 너무 조용해서 잘 안 들려요,0,1,0,0,1
장애인들은 보통 힘이 없지?,1,1,0,0,1
장애인들은 힘이 없어,1,1,0,0,1
중국사람들은 책상다리빼고 다먹는다더라,1,1,0,0,1
중국인들이 안씻고 다니는 이유 아시는분 있나요?,1,1,0,0,1
흑인들은 머리보다는 몸을 잘 쓰는 거 같아,0,1,0,0,1
남자가 능력없으면 어따씀,1,1,0,0,1
4년제 나와서 고졸보다 못벌면 왜사냐,1,1,0,0,1
가방 끈이 그렇게 짧아서 뭐 좀 알겠어?,1,1,0,0,1
가방끈 짧은 애들은 역시 못배운 티를 내요,1,1,0,0,1
가방끈이 짧아서 이해력이 부족한거 아님?,1,1,0,0,1
가서 문송하다고 대가리 박을 준비나 해라 취업시장에서 살아남지도 못할 놈들이 입만 살았네,1,1,0,1,1
가시나들아 차리리 애를 낳지 말고 군대나 가던가,1,1,0,0,1
강남거리에는 흰둥이 좋아하는 잡것들 많제...,1,1,0,0,1
강원도 놈들은 산골에서 살아서 덧셈이나 제대로 할줄 알까?,1,1,0,0,1
강원도 출신이면 감자랑 옥수수만 먹어본거 아님??? 아니면 강냉이만 먹어본거임??,1,1,0,0,1
강원도에서는 아직도 버스탈때 감자 찍고 다니냐?,1,1,0,0,1
갱상도 남자는 믿고 거름;,1,1,0,0,1
걔는 남자새끼가 비실비실해서 어따 써먹냐??? 어좁에 멸치에.. 왜 저러고 사는지.. 노력도 안하나? 운동이라도 좀 해서 어? 남자면 벌크업해서 어깨도 뙇! 덩치도 뙇!! 해야 좀 남자가 가오가 살지. 저 새끼가 남자망신 다 시키네.,1,1,0,0,1
걔들은 뭔 생각에 문과를 했대? 백수행 프리패스 아냐? 완전 빠가사리 같아.,1,1,0,0,1
